name	sex	period_class	reriods	reriode	EAR	RDA	AI	UL	unit	DG_min	DG_max	DG_unit
fe_m	f	m	0	5	-	-	0.5	-	mg/day			
fe_m	f	m	6	11	-	-	-	-	mg/day			
fe_m	f	y	1	2	-	-	-	20	mg/day			
fe_m	f	y	3	5	-	-	-	25	mg/day			
fe_m	f	y	6	7	-	-	-	30	mg/day			
fe_m	f	y	8	9	-	-	-	35	mg/day			
fe_m	f	y	10	11	10.0	12.0	-	35	mg/day			
fe_m	f	y	12	14	10.0	12.0	-	40	mg/day			
fe_m	f	y	15	17	8.5	10.5	-	40	mg/day			
fe_m	f	y	18	29	8.5	10.5	-	40	mg/day			
fe_m	f	y	30	49	9.0	10.5	-	40	mg/day			
fe_m	f	y	50	64	9.0	11.0	-	40	mg/day			
fe_m	f	y	65	74	-	-	-	40	mg/day			
fe_m	f	y	75	-	-	-	-	40	mg/day			
fe_m	f	p	0	15	-	-	-	-	mg/day			
fe_m	f	p	16	27	-	-	-	-	mg/day			
fe_m	f	p	38	-	-	-	-	-	mg/day			
fe_m	f	l	-	-	-	-	-		mg/day			
zn	m	m	0	5	-	-	2	-	mg/day	-	-	-
zn	m	m	6	11	-	-	3	-	mg/day	-	-	-
zn	m	y	1	2	3	3	-	-	mg/day	-	-	-
zn	m	y	3	5	3	4	-	-	mg/day	-	-	-
zn	m	y	6	7	4	5	-	-	mg/day	-	-	-
zn	m	y	8	9	5	6	-	-	mg/day	-	-	-
zn	m	y	10	11	6	7	-	-	mg/day	-	-	-
zn	m	y	12	14	9	10	-	-	mg/day	-	-	-
zn	m	y	15	17	10	12	-	-	mg/day	-	-	-
zn	m	y	18	29	9	11	-	40	mg/day	-	-	-
zn	m	y	30	49	9	11	-	45	mg/day	-	-	-
zn	m	y	50	64	9	11	-	45	mg/day	-	-	-
zn	m	y	65	74	9	11	-	40	mg/day	-	-	-
zn	m	y	75	-	9	10	-	40	mg/day	-	-	-
zn	f	m	0	5	-	-	2	-	mg/day	-	-	-
zn	f	m	6	11	-	-	3	-	mg/day	-	-	-
zn	f	y	1	2	2	3	-	-	mg/day	-	-	-
zn	f	y	3	5	3	3	-	-	mg/day	-	-	-
zn	f	y	6	7	3	4	-	-	mg/day	-	-	-
zn	f	y	8	9	4	5	-	-	mg/day	-	-	-
zn	f	y	10	11	5	6	-	-	mg/day	-	-	-
zn	f	y	12	14	7	8	-	-	mg/day	-	-	-
zn	f	y	15	17	7	8	-	-	mg/day	-	-	-
zn	f	y	18	29	7	8	-	35	mg/day	-	-	-
zn	f	y	30	49	7	8	-	35	mg/day	-	-	-
zn	f	y	50	64	7	8	-	35	mg/day	-	-	-
zn	f	y	65	74	7	8	-	35	mg/day	-	-	-
zn	f	y	75	-	6	8	-	30	mg/day	-	-	-
zn	f	p	0	15	+1	+2	-	-	mg/day	-	-	-
zn	f	p	16	27	+1	+2	-	-	mg/day	-	-	-
zn	f	p	38	-	+1	+2	-	-	mg/day	-	-	-
zn	f	l	-	-	+3	+4	-		mg/day	-	-	-
cu	m	m	0	5	-	-	0.3	-	mg/day	-	-	-
cu	m	m	6	11	-	-	0.3	-	mg/day	-	-	-
cu	m	y	1	2	0.3	0.3	-	-	mg/day	-	-	-
cu	m	y	3	5	0.3	0.4	-	-	mg/day	-	-	-
cu	m	y	6	7	0.4	0.4	-	-	mg/day	-	-	-
cu	m	y	8	9	0.4	0.5	-	-	mg/day	-	-	-
cu	m	y	10	11	0.5	0.6	-	-	mg/day	-	-	-
cu	m	y	12	14	0.7	0.8	-	-	mg/day	-	-	-
cu	m	y	15	17	0.8	0.9	-	-	mg/day	-	-	-
cu	m	y	18	29	0.7	0.9	-	7	mg/day	-	-	-
cu	m	y	30	49	0.7	0.9	-	7	mg/day	-	-	-
cu	m	y	50	64	0.7	0.9	-	7	mg/day	-	-	-
cu	m	y	65	74	0.7	0.9	-	7	mg/day	-	-	-
cu	m	y	75	-	0.7	0.8	-	7	mg/day	-	-	-
cu	f	m	0	5	-	-	0.3	-	mg/day	-	-	-
cu	f	m	6	11	-	-	0.3	-	mg/day	-	-	-
cu	f	y	1	2	0.2	0.3	-	-	mg/day	-	-	-
cu	f	y	3	5	0.3	0.3	-	-	mg/day	-	-	-
cu	f	y	6	7	0.4	0.4	-	-	mg/day	-	-	-
cu	f	y	8	9	0.4	0.5	-	-	mg/day	-	-	-
cu	f	y	10	11	0.5	0.6	-	-	mg/day	-	-	-
cu	f	y	12	14	0.6	0.8	-	-	mg/day	-	-	-
cu	f	y	15	17	0.6	0.7	-	-	mg/day	-	-	-
cu	f	y	18	29	0.6	0.7	-	7	mg/day	-	-	-
cu	f	y	30	49	0.6	0.7	-	7	mg/day	-	-	-
cu	f	y	50	64	0.6	0.7	-	7	mg/day	-	-	-
cu	f	y	65	74	0.6	0.7	-	7	mg/day	-	-	-
cu	f	y	75	-	0.6	0.7	-	7	mg/day	-	-	-
cu	f	p	0	15	+0.1	+0.1	-	-	mg/day	-	-	-
cu	f	p	16	27	+0.1	+0.1	-	-	mg/day	-	-	-
cu	f	p	38	-	+0.1	+0.1	-	-	mg/day	-	-	-
cu	f	l	-	-	+0.5	+0.6	-		mg/day	-	-	-
mn	m	m	0	5	-	-	0.01	-	mg/day	-	-	-
mn	m	m	6	11	-	-	0.5	-	mg/day	-	-	-
mn	m	y	1	2	-	-	1.5	-	mg/day	-	-	-
mn	m	y	3	5	-	-	1.5	-	mg/day	-	-	-
mn	m	y	6	7	-	-	2.0	-	mg/day	-	-	-
mn	m	y	8	9	-	-	2.5	-	mg/day	-	-	-
mn	m	y	10	11	-	-	3.0	-	mg/day	-	-	-
mn	m	y	12	14	-	-	4.0	-	mg/day	-	-	-
mn	m	y	15	17	-	-	4.5	-	mg/day	-	-	-
mn	m	y	18	29	-	-	4.0	11	mg/day	-	-	-
mn	m	y	30	49	-	-	4.0	11	mg/day	-	-	-
mn	m	y	50	64	-	-	4.0	11	mg/day	-	-	-
mn	m	y	65	74	-	-	4.0	11	mg/day	-	-	-
mn	m	y	75	-	-	-	4.0	11	mg/day	-	-	-
mn	f	m	0	5	-	-	0.01	-	mg/day	-	-	-
mn	f	m	6	11	-	-	0.5	-	mg/day	-	-	-
mn	f	y	1	2	-	-	1.5	-	mg/day	-	-	-
mn	f	y	3	5	-	-	1.5	-	mg/day	-	-	-
mn	f	y	6	7	-	-	2.0	-	mg/day	-	-	-
mn	f	y	8	9	-	-	2.5	-	mg/day	-	-	-
mn	f	y	10	11	-	-	3.0	-	mg/day	-	-	-
mn	f	y	12	14	-	-	4.0	-	mg/day	-	-	-
mn	f	y	15	17	-	-	3.5	-	mg/day	-	-	-
mn	f	y	18	29	-	-	3.5	11	mg/day	-	-	-
mn	f	y	30	49	-	-	3.5	11	mg/day	-	-	-
mn	f	y	50	64	-	-	3.5	11	mg/day	-	-	-
mn	f	y	65	74	-	-	3.5	11	mg/day	-	-	-
mn	f	y	75	-	-	-	3.5	11	mg/day	-	-	-
mn	f	p	0	15	-	-	3.5	-	mg/day	-	-	-
mn	f	p	16	27	-	-	3.5	-	mg/day	-	-	-
mn	f	p	38	-	-	-	3.5	-	mg/day	-	-	-
mn	f	l	-	-	-	-	3.5		mg/day	-	-	-
i	m	m	0	5	-	-	100	250	ug/day	-	-	-
i	m	m	6	11	-	-	130	250	ug/day	-	-	-
i	m	y	1	2	35	50	-	300	ug/day	-	-	-
i	m	y	3	5	45	60	-	400	ug/day	-	-	-
i	m	y	6	7	55	75	-	550	ug/day	-	-	-
i	m	y	8	9	65	90	-	700	ug/day	-	-	-
i	m	y	10	11	80	110	-	900	ug/day	-	-	-
i	m	y	12	14	95	140	-	2000	ug/day	-	-	-
i	m	y	15	17	100	140	-	3000	ug/day	-	-	-
i	m	y	18	29	95	130	-	3000	ug/day	-	-	-
i	m	y	30	49	95	130	-	3000	ug/day	-	-	-
i	m	y	50	64	95	130	-	3000	ug/day	-	-	-
i	m	y	65	74	95	130	-	3000	ug/day	-	-	-
i	m	y	75	-	95	130	-	3000	ug/day	-	-	-
i	f	m	0	5	-	-	100	250	ug/day	-	-	-
i	f	m	6	11	-	-	130	250	ug/day	-	-	-
i	f	y	1	2	35	50	-	300	ug/day	-	-	-
i	f	y	3	5	45	60	-	400	ug/day	-	-	-
i	f	y	6	7	55	75	-	550	ug/day	-	-	-
i	f	y	8	9	65	90	-	700	ug/day	-	-	-
i	f	y	10	11	80	110	-	900	ug/day	-	-	-
i	f	y	12	14	95	140	-	2000	ug/day	-	-	-
i	f	y	15	17	100	140	-	3000	ug/day	-	-	-
i	f	y	18	29	95	130	-	3000	ug/day	-	-	-
i	f	y	30	49	95	130	-	3000	ug/day	-	-	-
i	f	y	50	64	95	130	-	3000	ug/day	-	-	-
i	f	y	65	74	95	130	-	3000	ug/day	-	-	-
i	f	y	75	-	95	130	-	3000	ug/day	-	-	-
i	f	p	0	15	+75	+110	-	2000	ug/day	-	-	-
i	f	p	16	27	+75	+110	-	2000	ug/day	-	-	-
i	f	p	38	-	+75	+110	-	2000	ug/day	-	-	-
i	f	l	-	-	+100	+140	-	2000	ug/day	-	-	-
se	m	m	0	5	-	-	15	-	ug/day	-	-	-
se	m	m	6	11	-	-	15	-	ug/day	-	-	-
se	m	y	1	2	10	10	-	100	ug/day	-	-	-
se	m	y	3	5	10	15	-	100	ug/day	-	-	-
se	m	y	6	7	15	15	-	150	ug/day	-	-	-
se	m	y	8	9	15	20	-	200	ug/day	-	-	-
se	m	y	10	11	20	25	-	250	ug/day	-	-	-
se	m	y	12	14	25	30	-	350	ug/day	-	-	-
se	m	y	15	17	30	35	-	400	ug/day	-	-	-
se	m	y	18	29	25	30	-	450	ug/day	-	-	-
se	m	y	30	49	25	30	-	450	ug/day	-	-	-
se	m	y	50	64	25	30	-	450	ug/day	-	-	-
se	m	y	65	74	25	30	-	450	ug/day	-	-	-
se	m	y	75	-	25	30	-	400	ug/day	-	-	-
se	f	m	0	5	-	-	15	-	ug/day	-	-	-
se	f	m	6	11	-	-	15	-	ug/day	-	-	-
se	f	y	1	2	10	10	-	100	ug/day	-	-	-
se	f	y	3	5	10	10	-	100	ug/day	-	-	-
se	f	y	6	7	15	15	-	150	ug/day	-	-	-
se	f	y	8	9	15	20	-	200	ug/day	-	-	-
se	f	y	10	11	20	25	-	250	ug/day	-	-	-
se	f	y	12	14	25	30	-	300	ug/day	-	-	-
se	f	y	15	17	20	25	-	350	ug/day	-	-	-
se	f	y	18	29	20	25	-	350	ug/day	-	-	-
se	f	y	30	49	20	25	-	350	ug/day	-	-	-
se	f	y	50	64	20	25	-	350	ug/day	-	-	-
se	f	y	65	74	20	25	-	350	ug/day	-	-	-
se	f	y	75	-	20	25	-	350	ug/day	-	-	-
se	f	p	0	15	+5	+5	-	-	ug/day	-	-	-
se	f	p	16	27	+5	+5	-	-	ug/day	-	-	-
se	f	p	38	-	+5	+5	-	-	ug/day	-	-	-
se	f	l	-	-	+15	+20	-	-	ug/day	-	-	-
cr	m	m	0	5	-	-	0.8	-	ug/day	-	-	-
cr	m	m	6	11	-	-	1.0	-	ug/day	-	-	-
cr	m	y	1	2	-	-	-	-	ug/day	-	-	-
cr	m	y	3	5	-	-	-	-	ug/day	-	-	-
cr	m	y	6	7	-	-	-	-	ug/day	-	-	-
cr	m	y	8	9	-	-	-	-	ug/day	-	-	-
cr	m	y	10	11	-	-	-	-	ug/day	-	-	-
cr	m	y	12	14	-	-	-	-	ug/day	-	-	-
cr	m	y	15	17	-	-	-	-	ug/day	-	-	-
cr	m	y	18	29	-	-	10	500	ug/day	-	-	-
cr	m	y	30	49	-	-	10	500	ug/day	-	-	-
cr	m	y	50	64	-	-	10	500	ug/day	-	-	-
cr	m	y	65	74	-	-	10	500	ug/day	-	-	-
cr	m	y	75	-	-	-	10	500	ug/day	-	-	-
cr	f	m	0	5	-	-	0.8	-	ug/day	-	-	-
cr	f	m	6	11	-	-	1.0	-	ug/day	-	-	-
cr	f	y	1	2	-	-	-	-	ug/day	-	-	-
cr	f	y	3	5	-	-	-	-	ug/day	-	-	-
cr	f	y	6	7	-	-	-	-	ug/day	-	-	-
cr	f	y	8	9	-	-	-	-	ug/day	-	-	-
cr	f	y	10	11	-	-	-	-	ug/day	-	-	-
cr	f	y	12	14	-	-	-	-	ug/day	-	-	-
cr	f	y	15	17	-	-	-	-	ug/day	-	-	-
cr	f	y	18	29	-	-	10	500	ug/day	-	-	-
cr	f	y	30	49	-	-	10	500	ug/day	-	-	-
cr	f	y	50	64	-	-	10	500	ug/day	-	-	-
cr	f	y	65	74	-	-	10	500	ug/day	-	-	-
cr	f	y	75	-	-	-	10	500	ug/day	-	-	-
cr	f	p	0	15	-	-	10	-	ug/day	-	-	-
cr	f	p	16	27	-	-	10	-	ug/day	-	-	-
cr	f	p	38	-	-	-	10	-	ug/day	-	-	-
cr	f	l	-	-	-	-	10	-	ug/day	-	-	-
mo	m	m	0	5	-	-	2	-	ug/day	-	-	-
mo	m	m	6	11	-	-	5	-	ug/day	-	-	-
mo	m	y	1	2	10	10	-	-	ug/day	-	-	-
mo	m	y	3	5	10	10	-	-	ug/day	-	-	-
mo	m	y	6	7	10	15	-	-	ug/day	-	-	-
mo	m	y	8	9	15	20	-	-	ug/day	-	-	-
mo	m	y	10	11	15	20	-	-	ug/day	-	-	-
mo	m	y	12	14	20	25	-	-	ug/day	-	-	-
mo	m	y	15	17	25	30	-	-	ug/day	-	-	-
mo	m	y	18	29	20	30	-	600	ug/day	-	-	-
mo	m	y	30	49	25	30	-	600	ug/day	-	-	-
mo	m	y	50	64	25	30	-	600	ug/day	-	-	-
mo	m	y	65	74	20	30	-	600	ug/day	-	-	-
mo	m	y	75	-	20	25	-	600	ug/day	-	-	-
mo	f	m	0	5	-	-	2	-	ug/day	-	-	-
mo	f	m	6	11	-	-	5	-	ug/day	-	-	-
mo	f	y	1	2	10	10	-	-	ug/day	-	-	-
mo	f	y	3	5	10	10	-	-	ug/day	-	-	-
mo	f	y	6	7	10	15	-	-	ug/day	-	-	-
mo	f	y	8	9	15	15	-	-	ug/day	-	-	-
mo	f	y	10	11	15	20	-	-	ug/day	-	-	-
mo	f	y	12	14	20	25	-	-	ug/day	-	-	-
mo	f	y	15	17	20	25	-	-	ug/day	-	-	-
mo	f	y	18	29	20	25	-	500	ug/day	-	-	-
mo	f	y	30	49	20	25	-	500	ug/day	-	-	-
mo	f	y	50	64	20	25	-	500	ug/day	-	-	-
mo	f	y	65	74	20	25	-	500	ug/day	-	-	-
mo	f	y	75	-	20	25	-	500	ug/day	-	-	-
mo	f	p	0	15	-	-	-	-	ug/day	-	-	-
mo	f	p	16	27	-	-	-	-	ug/day	-	-	-
mo	f	p	38	-	-	-	-	-	ug/day	-	-	-
mo	f	l	-	-	+3	+3	-	-	ug/day	-	-	-
